id,title,status,user_score,watchd_ep,total_ep,airing_status,media_type,mpaa_rating,start_date,end_date
40456,Kimetsu no Yaiba Movie: Mugen Ressha-hen,Planned,<undefined>,0,1,Finished Airing,Movie,R,16-Oct-2020,16-Oct-2020
47778,Kimetsu no Yaiba: Yuukaku-hen,Planned,<undefined>,0,0,Not Yet Aired,TV,R,NaT,NaT
44204,Kyokou Suiri 2nd Season,Planned,<undefined>,0,0,Not Yet Aired,TV,R,NaT,NaT
34599,Made in Abyss,Planned,<undefined>,0,13,Finished Airing,TV,R,07-Jul-2017,29-Sep-2017
9756,Mahou Shoujo Madoka★Magica,Planned,<undefined>,0,12,Finished Airing,TV,PG-13,07-Jan-2011,22-Apr-2011
457,Mushishi,Planned,<undefined>,0,26,Finished Airing,TV,PG-13,23-Oct-2005,19-Jun-2006
45576,Mushoku Tensei: Isekai Ittara Honki Dasu 2nd Season,Planned,<undefined>,0,12,Not Yet Aired,TV,R,NaT,NaT
877,Nana,Planned,<undefined>,0,47,Finished Airing,TV,R+,05-Apr-2006,28-Mar-2007
38397,Nande Koko ni Sensei ga!?,Planned,<undefined>,0,12,Finished Airing,TV,PG-13,08-Apr-2019,24-Jun-2019
42894,Natsume Yuujinchou: Ishi Okoshi to Ayashiki Raihousha,Planned,<undefined>,0,1,Finished Airing,Movie,PG-13,16-Jan-2021,16-Jan-2021
46102,Odd Taxi,Planned,<undefined>,0,13,Currently Airing,TV,PG-13,06-Apr-2021,NaT
35848,Promare,Planned,<undefined>,0,1,Finished Airing,Movie,PG-13,24-May-2019,24-May-2019
30015,ReLIFE,Planned,<undefined>,0,13,Finished Airing,TV,PG-13,02-Jul-2016,24-Sep-2016
12531,Sakamichi no Apollon,Planned,<undefined>,0,12,Finished Airing,TV,PG-13,13-Apr-2012,29-Jun-2012
2476,School Days,Planned,<undefined>,0,12,Finished Airing,TV,R+,04-Jul-2007,27-Sep-2007
48583,Shingeki no Kyojin: The Final Season Part 2,Planned,<undefined>,0,0,Not Yet Aired,TV,R,NaT,NaT
169,Shingetsutan Tsukihime,Planned,<undefined>,0,12,Finished Airing,TV,R,10-Oct-2003,26-Dec-2003
13125,Shinsekai yori,Planned,<undefined>,0,25,Finished Airing,TV,R,29-Sep-2012,23-Mar-2013
25835,Shirobako,Planned,<undefined>,0,24,Finished Airing,TV,PG-13,09-Oct-2014,26-Mar-2015
40356,Tate no Yuusha no Nariagari Season 2,Planned,<undefined>,0,0,Not Yet Aired,TV,PG-13,NaT,NaT
41487,Tensei shitara Slime Datta Ken 2nd Season Part 2,Planned,<undefined>,0,0,Not Yet Aired,TV,PG-13,06-Jul-2021,NaT
885,Tenshi no Tamago,Planned,<undefined>,0,1,Finished Airing,OVA,PG-13,22-Dec-1985,22-Dec-1985
41488,Tensura Nikki: Tensei shitara Slime Datta Ken,Planned,<undefined>,0,12,Currently Airing,TV,PG-13,06-Apr-2021,NaT
42249,Tokyo Revengers,Planned,<undefined>,0,0,Currently Airing,TV,R,11-Apr-2021,NaT
44931,Tonikaku Kawaii OVA,Planned,<undefined>,0,1,Not Yet Aired,OVA,PG-13,18-Aug-2021,18-Aug-2021
37987,Violet Evergarden Movie,Planned,<undefined>,0,1,Finished Airing,Movie,PG-13,18-Sep-2020,18-Sep-2020
46095,Vivy: Fluorite Eye's Song,Planned,<undefined>,0,13,Currently Airing,TV,R,03-Apr-2021,19-Jun-2021
48614,Wonder Egg Priority Special,Planned,<undefined>,0,1,Not Yet Aired,Special,R,30-Jun-2021,30-Jun-2021
6956,Working!!,Planned,<undefined>,0,13,Finished Airing,TV,PG-13,04-Apr-2010,27-Jun-2010
35968,Wotaku ni Koi wa Muzukashii,Planned,<undefined>,0,11,Finished Airing,TV,PG-13,13-Apr-2018,22-Jun-2018
46431,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan OVA,Planned,<undefined>,0,1,Not Yet Aired,OVA,PG-13,NaT,NaT
34798,Yuru Camp△,Planned,<undefined>,0,12,Finished Airing,TV,PG-13,04-Jan-2018,22-Mar-2018
43325,Yuukoku no Moriarty 2nd Season,Planned,<undefined>,0,13,Currently Airing,TV,R,04-Apr-2021,NaT
